unique_id,disbursement_date,loan_investment_amount,lender_insurance_premium,metro_type,LMI_type,revenue,full_time_employees,naics_code,jobs_created,lender_type_category,optional_primary_use_of_funds,optional_revenue_yr_confirmed,optional_stage,active_status,support_amount,FICO_Score,Loan_default_probabilities,Risk_Level,FICO_Class,Loan_Prediction
ID_2015_CSP_27,9/2/2015,336000.0,0.0,Metro,LMI,1500000.0,15.0,323111,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,67200.0,802,0.16195582,Moderate,Very Good,0
ID_2015_CSP_30,9/24/2015,1976250.0,0.0,Metro,LMI,1479000.0,20.0,312120,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,296400.0,802,0.16195582,Moderate,Very Good,0
ID_2015_CSP_32,10/13/2015,782267.0,0.0,Metro,Non-LMI,4842913.0,72.0,238990,26.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,117340.0,860,0.06650865,Low,Very Good,0
ID_2015_CSP_33,11/2/2015,2200000.0,0.0,Metro,Non-LMI,9960711.0,72.0,332994,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,250000.0,802,0.16195582,Moderate,Very Good,0
ID_2015_CSP_36,11/24/2015,775000.0,0.0,Metro,Non-LMI,4545030.0,22.0,561621,7.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,101925.0,452,0.74583143,High,Fair,1
ID_2015_CSP_37,12/16/2015,616000.0,0.0,Metro,LMI,2013891.0,18.0,323111,10.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,92400.0,626,0.4566288,Moderate,Good,0
ID_2015_CSP_39,12/31/2015,1725000.0,0.0,Metro,Non-LMI,235091.0,24.0,443141,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,250000.0,802,0.16195582,Moderate,Very Good,0
ID_2016_CSP_3,1/25/2016,1469899.0,0.0,Non-Metro,Non-LMI,7944169.0,38.0,238220,3.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,230000.0,802,0.16195582,Moderate,Very Good,0
ID_2016_CSP_10,3/10/2016,3579609.0,0.0,Metro,LMI,8430000.0,96.0,541940,13.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,501514.0,711,0.31418076,Moderate,Very Good,0
ID_2016_CSP_11,3/10/2016,2492430.0,0.0,Metro,LMI,8430000.0,96.0,541940,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,498486.0,802,0.16195582,Moderate,Very Good,0
ID_2016_CSP_13,3/21/2016,3178000.0,0.0,Non-Metro,LMI,3943575.0,40.0,621111,15.0,Credit Union,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,250000.0,593,0.51065546,Moderate,Fair,1
ID_2016_CSP_14,3/21/2016,577341.0,0.0,Non-Metro,LMI,3943575.0,40.0,621111,0.0,Credit Union,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,115468.0,802,0.16195582,Moderate,Very Good,0
ID_2016_CSP_15,3/21/2016,196654.0,0.0,Non-Metro,LMI,3943575.0,40.0,621111,0.0,Credit Union,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,39330.0,802,0.16195582,Moderate,Very Good,0
ID_2016_CSP_16,3/22/2016,570000.0,0.0,Non-Metro,Non-LMI,2672407.0,17.0,811118,5.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,85500.0,866,0.055246506,Low,Very Good,0
ID_2016_CSP_17,3/22/2016,2042000.0,0.0,Metro,LMI,5686000.0,98.0,611110,21.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,250000.0,878,0.03613066,Low,Very Good,0
ID_2016_CSP_18,3/31/2016,562063.0,0.0,Metro,Non-LMI,0.0,25.0,722513,25.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,79875.0,875,0.04132846,Low,Very Good,0
ID_2016_CSP_19,3/31/2016,312830.0,0.0,Metro,Non-LMI,0.0,25.0,722513,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,62357.0,802,0.16195582,Moderate,Very Good,0
ID_2016_CSP_32,7/20/2016,2256000.0,0.0,Metro,Non-LMI,24795000.0,65.0,321920,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,250000.0,802,0.16195582,Moderate,Very Good,0
ID_2016_CSP_33,7/26/2016,736991.0,0.0,Metro,Non-LMI,1140000.0,19.0,713940,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,145000.0,802,0.16195582,Moderate,Very Good,0
ID_2016_CSP_35,8/4/2016,750000.0,0.0,Non-Metro,LMI,5679000.0,21.0,541519,6.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,150000.0,485,0.69043744,High,Fair,1
ID_2016_CSP_37,8/16/2016,1125000.0,0.0,Metro,LMI,13994228.0,65.0,238210,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,168750.0,802,0.16195582,Moderate,Very Good,0
ID_2016_CSP_50,11/1/2016,348500.0,0.0,Metro,LMI,4852293.0,22.0,561621,7.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,69700.0,452,0.74583143,High,Fair,1
ID_2016_CSP_52,11/7/2016,999900.0,0.0,Non-Metro,Non-LMI,0.0,15.0,722511,8.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,199980.0,410,0.8153779,Very High,Fair,1
IL_2012_LPP_3,3/27/2012,210000.0,0.0,Non-Metro,LMI,775000.0,25.0,621610,5.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2012.0,Early Stage,Yes,0.0,866,0.055246506,Low,Very Good,0
IL_2012_LPP_4,3/27/2012,4729000.0,0.0,Metro,Non-LMI,6800000.0,190.0,512131,10.0,Bank or Thrift,Refinance,2017.0,Early Stage,Bankrupt,0.0,626,0.4566288,Moderate,Good,0
IL_2012_VCP_1,3/28/2012,2500000.0,0.0,Metro,Non-LMI,0.0,15.0,541990,16.0,Loan Fund,"Wages, Working Capital, & Professional Services",2017.0,Early Stage,Sold,0.0,828,0.119035356,Moderate,Very Good,0
IL_2012_LPP_6,4/3/2012,200000.0,0.0,Metro,Non-LMI,8273404.0,63.0,333249,87.0,Other,"Wages, Working Capital, & Professional Services",2012.0,Early Stage,Yes,0.0,674,0.37592375,Moderate,Good,0
IL_2012_LPP_7,4/5/2012,120000.0,0.0,Non-Metro,LMI,7750.0,25.0,621610,5.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2012.0,Early Stage,Yes,0.0,866,0.055246506,Low,Very Good,0
IL_2012_LPP_8,5/25/2012,625000.0,0.0,Metro,Non-LMI,751000.0,20.0,722410,2.0,Bank or Thrift,Refinance,2012.0,Early Stage,Yes,0.0,802,0.16195582,Moderate,Very Good,0
IL_2012_LPP_11,8/3/2012,3875000.0,0.0,Metro,Non-LMI,11821789.0,70.0,339991,0.0,Bank or Thrift,Purchase Real Estate,2012.0,Early Stage,Yes,0.0,802,0.16195582,Moderate,Very Good,0
IL_2012_LPP_17,9/11/2012,120000.0,0.0,Metro,Non-LMI,441958.0,16.0,812990,4.0,Bank or Thrift,Purchase Real Estate,2012.0,Early Stage,Yes,0.0,859,0.068254545,Low,Very Good,0
IL_2012_LPP_18,9/13/2012,1730000.0,0.0,Metro,Non-LMI,19334000.0,37.0,445299,35.0,Bank or Thrift,Refinance,2012.0,Early Stage,Yes,0.0,852,0.0784873,Low,Very Good,0
IL_2012_LPP_20,9/14/2012,500000.0,0.0,Metro,Non-LMI,3000000.0,15.0,484121,15.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2012.0,Early Stage,Yes,0.0,593,0.51065546,Moderate,Fair,1
IL_2012_LPP_22,9/25/2012,600000.0,0.0,Metro,Non-LMI,148720.0,30.0,531120,6.0,Bank or Thrift,Purchase Real Estate,2012.0,Early Stage,Yes,0.0,485,0.69043744,High,Fair,1
IL_2012_LPP_23,10/3/2012,40000.0,0.0,Metro,Non-LMI,1351711.0,16.0,722513,4.0,Other,Fund Construction Costs,2012.0,Early Stage,Yes,0.0,859,0.068254545,Low,Very Good,0
IL_2012_LPP_25,10/15/2012,2570000.0,0.0,Non-Metro,Non-LMI,4700000.0,15.0,623210,15.0,Bank or Thrift,Purchase Equipment,2012.0,Early Stage,Yes,0.0,593,0.51065546,Moderate,Fair,1
IL_2012_VCP_10,10/22/2012,2625000.0,0.0,Metro,Non-LMI,786000.0,30.0,451120,50.0,Loan Fund,"Wages, Working Capital, & Professional Services",2017.0,Early Stage,Bankrupt,0.0,852,0.07946097,Low,Very Good,0
IL_2012_LPP_30,10/29/2012,5500000.0,0.0,Metro,LMI,211077000.0,226.0,423110,12.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2012.0,Early Stage,Yes,0.0,780,0.1992509,Moderate,Very Good,0
IL_2012_LPP_35,11/28/2012,685000.0,0.0,Metro,Non-LMI,5159000.0,29.0,332420,4.0,Bank or Thrift,Purchase Equipment,2012.0,Early Stage,Yes,0.0,859,0.068254545,Low,Very Good,0
IL_2012_LPP_40,12/4/2012,87500.0,0.0,Metro,LMI,5478597.0,26.0,561990,3.0,Other,Purchase Equipment,2012.0,Early Stage,Yes,0.0,802,0.16195582,Moderate,Very Good,0
IL_2012_LPP_43,12/27/2012,250000.0,0.0,Metro,LMI,767536.0,23.0,335911,15.0,Bank or Thrift,Purchase Equipment,2012.0,Early Stage,Yes,0.0,593,0.51065546,Moderate,Fair,1
IL_2013_LPP_2,1/8/2013,380000.0,0.0,Metro,Non-LMI,2155850.0,17.0,541810,13.0,Other,Refinance,2013.0,Early Stage,Yes,0.0,711,0.31418076,Moderate,Very Good,0
IL_2013_LPP_4,1/22/2013,1000000.0,0.0,Metro,Non-LMI,3000000.0,34.0,722511,8.0,Bank or Thrift,Refinance,2013.0,Early Stage,Yes,0.0,410,0.8153779,Very High,Fair,1
IL_2013_LPP_5,1/30/2013,60000.0,0.0,Metro,Non-LMI,6946319.0,45.0,238150,9.0,Other,"Wages, Working Capital, & Professional Services",2013.0,Early Stage,Yes,0.0,410,0.8153779,Very High,Fair,1
IL_2013_LPP_8,2/25/2013,1186175.0,0.0,Metro,LMI,3500000.0,20.0,339991,10.0,Bank or Thrift,Purchase Equipment,2013.0,Early Stage,Yes,0.0,626,0.4566288,Moderate,Good,0
IL_2013_LPP_9,2/28/2013,1250000.0,0.0,Metro,LMI,32752000.0,55.0,311612,15.0,Bank or Thrift,Purchase Real Estate,2013.0,Early Stage,Yes,0.0,593,0.51065546,Moderate,Fair,1
IL_2013_LPP_12,3/13/2013,2650000.0,0.0,Metro,LMI,7064000.0,45.0,424480,15.0,Bank or Thrift,Refinance,2013.0,Early Stage,Yes,0.0,593,0.51065546,Moderate,Fair,1
IL_2013_LPP_15,3/22/2013,2750000.0,0.0,Metro,LMI,13591000.0,35.0,326199,35.0,Bank or Thrift,Purchase Equipment,2013.0,Early Stage,Yes,0.0,852,0.0784873,Low,Very Good,0
IL_2013_LPP_17,4/12/2013,3500000.0,0.0,Metro,LMI,29700000.0,65.0,322211,40.0,Bank or Thrift,Purchase Equipment,2013.0,Early Stage,Yes,0.0,774,0.20858665,Moderate,Very Good,0
IL_2013_LPP_19,5/6/2013,803000.0,0.0,Metro,LMI,10371000.0,35.0,331110,16.0,Bank or Thrift,Purchase Equipment,2013.0,Early Stage,Yes,0.0,828,0.119035356,Moderate,Very Good,0
IL_2013_LPP_20,5/15/2013,243000.0,0.0,Metro,Non-LMI,2600000.0,27.0,326199,4.0,Bank or Thrift,Refinance,2013.0,Early Stage,Yes,0.0,859,0.068254545,Low,Very Good,0
IL_2013_LPP_22,5/17/2013,352179.08,0.0,Metro,Non-LMI,2600000.0,27.0,326199,4.0,Bank or Thrift,Refinance,2013.0,Early Stage,Yes,0.0,859,0.068254545,Low,Very Good,0
IL_2013_LPP_26,6/21/2013,6250000.0,0.0,Metro,LMI,1989096.0,33.0,711130,7.0,Bank or Thrift,Refinance,2013.0,Early Stage,Yes,0.0,452,0.74583143,High,Fair,1
IL_2013_LPP_28,6/28/2013,1094000.0,0.0,Metro,Non-LMI,3000000.0,21.0,326199,4.0,Bank or Thrift,Purchase Real Estate,2013.0,Early Stage,Yes,0.0,859,0.068254545,Low,Very Good,0
IL_2013_LPP_31,7/12/2013,5100000.0,0.0,Metro,Non-LMI,144584000.0,66.0,424470,30.0,Bank or Thrift,Refinance,2013.0,Early Stage,Yes,0.0,880,0.03302781,Low,Very Good,0
IL_2013_LPP_33,7/17/2013,50000.0,0.0,Metro,LMI,6219200.0,27.0,531120,3.0,Other,Purchase Real Estate,2013.0,Early Stage,Yes,0.0,802,0.16195582,Moderate,Very Good,0
IL_2013_LPP_34,7/24/2013,1206000.0,0.0,Metro,Non-LMI,7337000.0,15.0,424450,10.0,Bank or Thrift,Refinance,2017.0,Early Stage,Bankrupt,0.0,626,0.4566288,Moderate,Good,0
IL_2013_CSP_2,8/15/2013,412500.0,0.0,Metro,Non-LMI,13842211.0,90.0,445110,20.0,Bank or Thrift,Purchase Equipment,2013.0,Early Stage,Yes,82500.0,878,0.03613066,Low,Very Good,0
IL_2013_CSP_3,8/15/2013,100000.0,0.0,Metro,Non-LMI,13842211.0,90.0,445110,20.0,Bank or Thrift,Purchase Equipment,2013.0,Early Stage,Yes,20000.0,878,0.03613066,Low,Very Good,0
IL_2013_CSP_4,8/26/2013,2000000.0,0.0,Metro,Non-LMI,7290000.0,30.0,541810,15.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2013.0,Early Stage,Yes,400000.0,593,0.51065546,Moderate,Fair,1
IL_2013_LPP_37,8/29/2013,5953504.0,0.0,Metro,Non-LMI,71000000.0,65.0,331222,35.0,Bank or Thrift,Purchase Real Estate,2013.0,Early Stage,Yes,0.0,852,0.0784873,Low,Very Good,0
IL_2013_LPP_38,8/29/2013,100000.0,0.0,Metro,LMI,5841000.0,30.0,332710,7.0,Other,Purchase Real Estate,2013.0,Early Stage,Yes,0.0,452,0.74583143,High,Fair,1
IL_2013_LPP_43,10/4/2013,6000000.0,0.0,Metro,Non-LMI,20000000.0,74.0,484121,26.0,Bank or Thrift,Purchase Equipment,2013.0,Early Stage,Yes,0.0,860,0.06650865,Low,Very Good,0
IL_2013_LPP_50,11/13/2013,150000.0,0.0,Metro,LMI,10328400.0,51.0,311612,15.0,Other,Purchase Real Estate,2013.0,Early Stage,Yes,0.0,593,0.51065546,Moderate,Fair,1
IL_2013_LPP_51,12/2/2013,700000.0,0.0,Metro,Non-LMI,3329660.0,16.0,238910,6.0,Bank or Thrift,Refinance,2013.0,Early Stage,Yes,0.0,485,0.69043744,High,Fair,1
IL_2013_LPP_55,12/27/2013,700000.0,0.0,Metro,LMI,13783000.0,44.0,325520,4.0,Bank or Thrift,Purchase Equipment,2013.0,Early Stage,Yes,0.0,859,0.068254545,Low,Very Good,0
IL_2014_LPP_1,1/3/2014,570000.0,0.0,Metro,LMI,2993702.0,26.0,332510,5.0,Bank or Thrift,Refinance,2014.0,Early Stage,Yes,0.0,866,0.055246506,Low,Very Good,0
IL_2014_LPP_2,1/10/2014,1984000.0,0.0,Metro,LMI,5000000.0,75.0,332710,10.0,Bank or Thrift,Refinance,2014.0,Early Stage,Yes,0.0,626,0.4566288,Moderate,Good,0
IL_2014_LPP_3,1/13/2014,1120000.0,0.0,Metro,LMI,5000000.0,75.0,332710,10.0,Bank or Thrift,Refinance,2014.0,Early Stage,Yes,0.0,626,0.4566288,Moderate,Good,0
IL_2014_LPP_4,1/13/2014,636000.0,0.0,Metro,LMI,5000000.0,75.0,332812,10.0,Bank or Thrift,Refinance,2014.0,Early Stage,Yes,0.0,626,0.4566288,Moderate,Good,0
IL_2014_LPP_7,1/16/2014,1200000.0,0.0,Metro,LMI,7591000.0,245.0,511210,75.0,Bank or Thrift,Purchase Equipment,2014.0,Early Stage,Yes,0.0,674,0.37592375,Moderate,Good,0
IL_2014_LPP_8,1/30/2014,8000000.0,0.0,Metro,Non-LMI,97000000.0,65.0,424410,15.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2017.0,Early Stage,Bankrupt,0.0,593,0.51065546,Moderate,Fair,1
IL_2014_LPP_9,2/21/2014,40000.0,0.0,Metro,Non-LMI,0.0,32.0,623312,14.0,Other,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Yes,0.0,699,0.3341571,Moderate,Good,0
IL_2014_LPP_11,2/24/2014,500000.0,0.0,Non-Metro,LMI,1500000.0,15.0,532291,4.0,Bank or Thrift,Refinance,2014.0,Early Stage,Yes,0.0,859,0.068254545,Low,Very Good,0
IL_2014_LPP_12,2/28/2014,4789140.0,0.0,Non-Metro,LMI,1800000.0,28.0,721110,0.0,Bank or Thrift,Refinance,2014.0,Early Stage,Yes,0.0,802,0.16195582,Moderate,Very Good,0
IL_2014_CSP_1,3/5/2014,634915.0,0.0,Metro,Non-LMI,2552000.0,35.0,812191,10.0,Bank or Thrift,Refinance,2014.0,Early Stage,Yes,120000.0,626,0.4566288,Moderate,Good,0
IL_2014_LPP_15,3/18/2014,100000.0,0.0,Metro,LMI,7620000.0,30.0,333515,6.0,Other,Purchase Equipment,2014.0,Early Stage,Yes,0.0,485,0.69043744,High,Fair,1
IL_2014_LPP_17,3/25/2014,1400000.0,0.0,Non-Metro,Non-LMI,1200000.0,39.0,722513,5.0,Bank or Thrift,Refinance,2014.0,Early Stage,Yes,0.0,866,0.055246506,Low,Very Good,0
IL_2014_LPP_18,3/28/2014,2200000.0,0.0,Metro,Non-LMI,13800000.0,27.0,423840,3.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Yes,0.0,802,0.16195582,Moderate,Very Good,0
IL_2014_LPP_19,3/31/2014,950000.0,0.0,Metro,Non-LMI,13800000.0,27.0,423840,3.0,Bank or Thrift,Purchase Equipment,2014.0,Early Stage,Yes,0.0,802,0.16195582,Moderate,Very Good,0
IL_2014_LPP_20,4/1/2014,3744140.0,0.0,Metro,LMI,30000.0,26.0,722511,26.0,Bank or Thrift,Fund Construction Costs,2014.0,Early Stage,Yes,0.0,860,0.06650865,Low,Very Good,0
IL_2014_LPP_21,4/11/2014,7374750.0,0.0,Metro,LMI,43300000.0,227.0,336370,20.0,Bank or Thrift,Refinance,2014.0,Early Stage,Yes,0.0,878,0.03613066,Low,Very Good,0
IL_2014_LPP_22,5/21/2014,725000.0,0.0,Metro,Non-LMI,1100000.0,15.0,333318,5.0,Bank or Thrift,Purchase Equipment,2014.0,Early Stage,Yes,0.0,866,0.055246506,Low,Very Good,0
IL_2014_LPP_23,5/22/2014,801600.0,0.0,Metro,Non-LMI,1100000.0,15.0,333318,5.0,Bank or Thrift,Purchase Equipment,2014.0,Early Stage,Yes,0.0,866,0.055246506,Low,Very Good,0
IL_2014_LPP_26,7/8/2014,600000.0,0.0,Metro,LMI,3122856.0,17.0,333517,4.0,Bank or Thrift,Purchase Equipment,2014.0,Early Stage,Yes,0.0,859,0.068254545,Low,Very Good,0
IL_2014_LPP_27,7/8/2014,40000.0,0.0,Metro,Non-LMI,2764500.0,17.0,333993,4.0,Other,Refinance,2014.0,Early Stage,Yes,0.0,859,0.068254545,Low,Very Good,0
IL_2014_LPP_28,7/17/2014,100000.0,0.0,Metro,LMI,17151600.0,101.0,332510,19.0,Other,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Yes,0.0,893,0.011475519,Low,Very Good,0
IL_2014_LPP_29,7/31/2014,600000.0,0.0,Metro,Non-LMI,8842000.0,41.0,236118,15.0,Bank or Thrift,Refinance,2014.0,Early Stage,Yes,0.0,593,0.51065546,Moderate,Fair,1
IL_2014_LPP_30,7/31/2014,40000.0,0.0,Metro,LMI,1735152.0,17.0,332710,5.0,Other,Purchase Real Estate,2014.0,Early Stage,Yes,0.0,866,0.055246506,Low,Very Good,0
IL_2014_LPP_31,8/6/2014,2000000.0,0.0,Metro,Non-LMI,111121000.0,90.0,327213,20.0,Bank or Thrift,Refinance,2014.0,Early Stage,Yes,0.0,878,0.03613066,Low,Very Good,0
IL_2014_LPP_32,8/6/2014,900000.0,0.0,Metro,Non-LMI,3284000.0,65.0,541890,85.0,Bank or Thrift,Refinance,2014.0,Early Stage,Yes,0.0,674,0.37592375,Moderate,Good,0
IL_2014_LPP_34,8/19/2014,4500000.0,0.0,Metro,Non-LMI,9821176.0,34.0,333993,0.0,Bank or Thrift,Fund Construction Costs,2014.0,Early Stage,Yes,0.0,802,0.16195582,Moderate,Very Good,0
IL_2014_LPP_37,9/9/2014,513000.0,0.0,Metro,Non-LMI,28770000.0,122.0,311351,13.0,Bank or Thrift,Purchase Equipment,2014.0,Early Stage,Yes,0.0,711,0.31418076,Moderate,Very Good,0
IL_2014_LPP_40,9/19/2014,2000000.0,0.0,Non-Metro,LMI,19000000.0,30.0,441110,10.0,Bank or Thrift,Refinance,2014.0,Early Stage,Yes,0.0,626,0.4566288,Moderate,Good,0
IL_2014_LPP_42,9/26/2014,747000.0,0.0,Metro,Non-LMI,1385082.0,17.0,238210,5.0,Bank or Thrift,Refinance,2014.0,Early Stage,Yes,0.0,866,0.055246506,Low,Very Good,0
IL_2014_LPP_44,10/10/2014,348400.0,0.0,Metro,LMI,10148000.0,46.0,722513,4.0,Bank or Thrift,Fund Construction Costs,2014.0,Early Stage,Yes,0.0,859,0.068254545,Low,Very Good,0
IL_2014_LPP_46,11/7/2014,94000.0,0.0,Metro,LMI,3581300.0,88.0,323113,15.0,Other,Purchase Equipment,2014.0,Early Stage,Yes,0.0,593,0.51065546,Moderate,Fair,1
IL_2014_LPP_47,12/1/2014,1000000.0,0.0,Metro,Non-LMI,2265911.0,19.0,238210,10.0,Bank or Thrift,Refinance,2014.0,Early Stage,Yes,0.0,626,0.4566288,Moderate,Good,0
IL_2014_LPP_48,12/10/2014,250000.0,0.0,Metro,LMI,17007000.0,120.0,332996,30.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Yes,0.0,880,0.03302781,Low,Very Good,0
IL_2015_LPP_4,2/19/2015,40000.0,0.0,Metro,LMI,4514914.0,35.0,326199,10.0,Other,Purchase Real Estate,2015.0,Early Stage,Yes,0.0,626,0.4566288,Moderate,Good,0
IL_2015_LPP_5,2/19/2015,750000.0,0.0,Metro,Non-LMI,0.0,48.0,238220,47.0,Bank or Thrift,Purchase Equipment,2015.0,Early Stage,Yes,0.0,860,0.065047815,Low,Very Good,0
IL_2015_LPP_6,3/19/2015,3000000.0,0.0,Metro,Non-LMI,5762000.0,150.0,561450,150.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2017.0,Early Stage,Bankrupt,0.0,674,0.37592375,Moderate,Good,0
IL_2015_LPP_18,12/22/2015,855000.0,0.0,Metro,LMI,5171000.0,47.0,333515,7.0,Bank or Thrift,Purchase Equipment,2015.0,Early Stage,Yes,0.0,452,0.74583143,High,Fair,1
IL_2015_LPP_19,12/29/2015,400000.0,0.0,Metro,LMI,5171000.0,47.0,333515,7.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2015.0,Early Stage,Yes,0.0,452,0.74583143,High,Fair,1
IL_2016_LPP_1,1/5/2016,817446.2,0.0,Metro,LMI,3594000.0,60.0,424310,25.0,Bank or Thrift,Refinance,2016.0,Early Stage,Yes,0.0,875,0.04132846,Low,Very Good,0
IL_2016_LPP_5,1/19/2016,2500000.0,0.0,Metro,Non-LMI,15984000.0,66.0,332510,25.0,Bank or Thrift,Refinance,2016.0,Early Stage,Yes,0.0,875,0.04132846,Low,Very Good,0
IL_2016_LPP_9,1/29/2016,5000000.0,0.0,Metro,LMI,38570000.0,63.0,311611,30.0,Bank or Thrift,Refinance,2016.0,Early Stage,Yes,0.0,880,0.03302781,Low,Very Good,0
IL_2016_LPP_11,3/1/2016,6500000.0,0.0,Metro,LMI,34140000.0,90.0,424470,50.0,Bank or Thrift,Purchase Equipment,2016.0,Early Stage,Yes,0.0,852,0.07946097,Low,Very Good,0
IL_2016_LPP_12,3/14/2016,4819400.0,0.0,Metro,Non-LMI,17284000.0,21.0,333517,14.0,Bank or Thrift,Refinance,2016.0,Early Stage,Yes,0.0,699,0.3341571,Moderate,Good,0
IL_2016_LPP_13,3/17/2016,1528000.0,0.0,Metro,Non-LMI,4491000.0,28.0,322121,7.0,Bank or Thrift,Purchase Real Estate,2016.0,Early Stage,Yes,0.0,452,0.74583143,High,Fair,1
IL_2016_LPP_14,3/25/2016,1765000.0,0.0,Metro,Non-LMI,17284000.0,21.0,333517,15.0,Bank or Thrift,Refinance,2016.0,Early Stage,Yes,0.0,593,0.51065546,Moderate,Fair,1
IL_2016_LPP_20,6/10/2016,250000.0,0.0,Metro,Non-LMI,3037000.0,20.0,524292,3.0,Bank or Thrift,Refinance,2016.0,Early Stage,Yes,0.0,802,0.16195582,Moderate,Very Good,0
IL_2016_LPP_23,7/1/2016,3000000.0,0.0,Metro,Non-LMI,17291700.0,27.0,423840,0.0,Bank or Thrift,Refinance,2016.0,Early Stage,Yes,0.0,802,0.16195582,Moderate,Very Good,0
IL_2016_LPP_24,7/12/2016,1200000.0,0.0,Metro,Non-LMI,20313000.0,138.0,323111,12.0,Bank or Thrift,Refinance,2016.0,Early Stage,Yes,0.0,780,0.1992509,Moderate,Very Good,0
IL_2016_LPP_25,8/5/2016,2900000.0,0.0,Metro,LMI,36534000.0,80.0,311911,30.0,Bank or Thrift,Refinance,2016.0,Early Stage,Yes,0.0,880,0.03302781,Low,Very Good,0
IL_2016_LPP_26,8/5/2016,700000.0,0.0,Metro,Non-LMI,13093000.0,160.0,621610,40.0,Bank or Thrift,Refinance,2016.0,Early Stage,Yes,0.0,774,0.20858665,Moderate,Very Good,0
IL_2016_LPP_29,8/23/2016,2000000.0,0.0,Metro,Non-LMI,115251000.0,119.0,561311,20.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2016.0,Early Stage,Yes,0.0,878,0.03613066,Low,Very Good,0
IL_2016_LPP_30,8/23/2016,40000.0,0.0,Metro,Non-LMI,2341034.0,16.0,488190,8.0,Other,Purchase Real Estate,2016.0,Early Stage,Yes,0.0,410,0.8153779,Very High,Fair,1
IL_2016_LPP_32,10/13/2016,200000.0,0.0,Non-Metro,Non-LMI,13237518.0,20.0,311511,4.0,Other,"Wages, Working Capital, & Professional Services",2016.0,Early Stage,Yes,0.0,859,0.068254545,Low,Very Good,0
IN_2012_VCP_2,3/16/2012,250000.0,0.0,Metro,LMI,4688247.0,17.0,454390,4.0,Loan Fund,"Wages, Working Capital, & Professional Services",2015.0,Early Stage,Yes,0.0,859,0.068254545,Low,Very Good,0
IN_2012_VCP_3,4/13/2012,750000.0,0.0,Metro,Non-LMI,5789279.0,34.0,236118,24.0,Loan Fund,"Wages, Working Capital, & Professional Services",2013.0,Mezzanine,Loss,0.0,898,0.002468158,Low,Very Good,0
IN_2012_VCP_4,4/26/2012,250000.0,0.0,Metro,Non-LMI,754343.0,18.0,541512,12.0,Loan Fund,"Wages, Working Capital, & Professional Services",2016.0,Growth,Sold,0.0,780,0.1992509,Moderate,Very Good,0
IN_2012_VCP_5,6/19/2012,89328.0,0.0,Metro,LMI,4186934.0,33.0,484122,12.0,Loan Fund,"Wages, Working Capital, & Professional Services",2016.0,Mezzanine,Yes,0.0,895,0.0076889317,Low,Very Good,0
